"eke out";"пополнять (сбережения), увеличивать (доход)";;"ˈiːk ˈaʊːt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZWtlIG91dA==fb1fb3eb.mp3]";;;"Мой словарь"
"duking it out";"выкарабкиваюсь из него";;"djˈuːkɪŋ ɪt aʊt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZHVraW5nIGl0IG91dA==6fc014df.mp3]";;;"Мой словарь"
"garrulous";"болтливый";;"gˈærələs";;"[sound:https://audiocdn.lingualeo.com/v2/3/Z2FycnVsb3Vz7eea288a.mp3]";;;"Мой словарь"
"drone";"гудеть, трутень";;"drəʊn";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZHJvbmU=9863d0c8.mp3]";;;"Мой словарь"
"nuance";"нюанс";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3251608.png'>";"ˈnuɑns";"It's really nothing... just a <b>nuance</b>...";"[sound:https://audiocdn.lingualeo.com/v2/3/bnVhbmNlddcdcf3a.mp3]";"It's really nothing... just a {{c1::nuance}}...";;"Мой словарь"
"gink";"чудак";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Z2luaw==e8fec316.mp3]";;;"Мой словарь"
"pooch";"пес (разг.). дворняжка";;"pˈuːtʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/cG9vY2g=8d0dee1e.mp3]";;;"Мой словарь"
"organ";"орган";"<img src='https://contentcdn.lingualeo.com/uploads/picture/50105.png'>";"ˈɔrgən";"Not on that <b>organ</b>. It doesn't work.";"[sound:https://audiocdn.lingualeo.com/v2/3/b3JnYW4=50d3806c.mp3]";"Not on that {{c1::organ}}. It doesn't work.";;"Мой словарь"
"deplorable";"плачевный";;"dɪplˈɔːrəbl";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZGVwbG9yYWJsZQ==e661af6f.mp3]";;;"Мой словарь"
"friary";"мужской монастырь";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/ZnJpYXJ52a6a8738.mp3]";;;"Мой словарь"
"burnout";"изнеможение, истощение (физическое или моральное)";;"bɜːnˈuːt";;"[sound:https://audiocdn.lingualeo.com/v2/3/YnVybm91dA==d632f7cc.mp3]";;;"Мой словарь"
"tarpit";"брезент";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/dGFycGl0c289c128.mp3]";;;"Мой словарь"
"nifty";"изящный";;"nˈɪfti";;"[sound:https://audiocdn.lingualeo.com/v2/3/bmlmdHk=b0b36b01.mp3]";;;"Мой словарь"
"verbose";"многословный";;"vɜːbous";;"[sound:https://audiocdn.lingualeo.com/v2/3/dmVyYm9zZQ==8c764670.mp3]";;;"Мой словарь"
"silo";"силосная яма или башня. бункер";;"sˈaɪləʊː";;"[sound:https://audiocdn.lingualeo.com/v2/3/c2lsbw==3dc11f67.mp3]";;;"Мой словарь"
"wrack";"разрушать";;"rˈæk";;"[sound:https://audiocdn.lingualeo.com/v2/3/d3JhY2s=13f20ab1.mp3]";;;"Мой словарь"
"wholesaler";"оптовик, оптовый торговец";;"houlsɛɪːlə";;"[sound:https://audiocdn.lingualeo.com/v2/3/d2hvbGVzYWxlcg==9aa5c5ef.mp3]";;;"Мой словарь"
"conjuncture";"конъюнктура";;"kəndʒˈʌŋktʃə";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y29uanVuY3R1cmU=76888ddd.mp3]";;;"Мой словарь"
"disturb";"беспокоить";;"dɪstˈɜːb";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZGlzdHVyYg==a51b5b5a.mp3]";;;"Мой словарь"
"stationary";"стационарный";;"stˈeɪːʃənri";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3RhdGlvbmFyeQ==a64ebf25.mp3]";;;"Мой словарь"
"stationery";"канцтовары";;"ˈsteɪʃəˌnɛri";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3RhdGlvbmVyeQ==d582daf1.mp3]";;;"Мой словарь"
"refurbish";"обновить";"<img src='https://contentcdn.lingualeo.com/uploads/picture/60717.png'>";"riˈfɜrbɪʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmVmdXJiaXNoa9054782.mp3]";;;"Мой словарь"
"Tinnitus";"Шум в ушах";;"tˈɪnɪtəs";;"[sound:https://audiocdn.lingualeo.com/v2/3/VGlubml0dXM=5da72338.mp3]";;;"Мой словарь"
"affaire";"афера, любовный роман";;"əfˈeəː";;"[sound:https://audiocdn.lingualeo.com/v2/3/YWZmYWlyZQ==d159e0a3.mp3]";;;"Мой словарь"
"sulk";"дуться, обижаться быть в дурном настроении";;"sˈʌlk";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3Vsaw==78fbf0d7.mp3]";;;"Мой словарь"
"reimbursement";"возмещение";;"riɪmbˈɜːsmənt";"A partial <b>reimbursement</b> of the costs, I guess.";"[sound:https://audiocdn.lingualeo.com/v2/3/cmVpbWJ1cnNlbWVudA==0e98e464.mp3]";"A partial {{c1::reimbursement}} of the costs, I guess.";;"Мой словарь"
"infestation";"инвазия. инфекция";;"ɪnfɛstˈeɪːʃən";"Like an <b>infestation</b>?";"[sound:https://audiocdn.lingualeo.com/v2/3/aW5mZXN0YXRpb24=22f12ab5.mp3]";"Like an {{c1::infestation}}?";;"Мой словарь"
"grand jury";"суд присяжных";;"grænd ˈʤʊri";;"[sound:https://audiocdn.lingualeo.com/v2/3/Z3JhbmQganVyeQ==9ba31c4a.mp3]";;;"Мой словарь"
"bliss";"блаженство";"<img src='https://contentcdn.lingualeo.com/uploads/picture/283230.png'>";"blɪs";"Hey, this is <b>bliss</b>!";"[sound:https://audiocdn.lingualeo.com/v2/3/Ymxpc3M=4a791baa.mp3]";"Hey, this is {{c1::bliss}}!";;"Мой словарь"
"grievance";"жалоба";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3226466.png'>";"ˈgrivəns";"We'll file a <b>grievance</b> with the union!";"[sound:https://audiocdn.lingualeo.com/v2/3/Z3JpZXZhbmNldffaee90.mp3]";"We'll file a {{c1::grievance}} with the union!";;"Мой словарь"
"lieu";"место";;"lˈuː";;"[sound:https://audiocdn.lingualeo.com/v2/3/bGlldQ==3cab4c9e.mp3]";;;"Мой словарь"
"thyroid";"щитовидный";;"θˈaɪrɔɪːd";"The <b>thyroid</b> cartilage is more commonly known as the adams apple";"[sound:https://audiocdn.lingualeo.com/v2/3/dGh5cm9pZA==1d3c051c.mp3]";"The {{c1::thyroid}} cartilage is more commonly known as the adams apple";;"Мой словарь"
"omnivore";"всеядное существо";;"ɒmnˈɪvɔː";;"[sound:https://audiocdn.lingualeo.com/v2/3/b21uaXZvcmU=079f1763.mp3]";;;"Мой словарь"
"Frugivore";"плодоядный";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/RnJ1Z2l2b3Jl03911f5c.mp3]";;;"Мой словарь"
"Celiac";"брюшнополостной";;"sˈiːlɪəːæk";;"[sound:https://audiocdn.lingualeo.com/v2/3/Q2VsaWFj2c35d12a.mp3]";;;"Мой словарь"
"morbidity";"клинические проявления";;"mɔːbˈɪdɪti";;"[sound:https://audiocdn.lingualeo.com/v2/3/bW9yYmlkaXR53d5c835b.mp3]";;;"Мой словарь"
"pow";"военнопленный. башка";;"pˈaʊːw";;"[sound:https://audiocdn.lingualeo.com/v2/3/cG93caa314a1.mp3]";;;"Мой словарь"
"proctor";"инспектор, поверенный";;"prˈɒktə";;"[sound:https://audiocdn.lingualeo.com/v2/3/cHJvY3Rvcg==ade4d1dc.mp3]";;;"Мой словарь"
"fudge";"помадка. состряпать кое-как";"<img src='https://contentcdn.lingualeo.com/uploads/picture/491837.png'>";"fʌʤ";"Harry had torn open the parcel to find a thick, hand knitted sweater in emerald green and a large box of homemade <b>fudge</b>";"[sound:https://audiocdn.lingualeo.com/v2/3/ZnVkZ2U=9338d920.mp3]";"Harry had torn open the parcel to find a thick, hand knitted sweater in emerald green and a large box of homemade {{c1::fudge}}";;"Мой словарь"
"saucy";"дерзкий";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1394221.png'>";"sˈɔːsi";"You are a <b>saucy</b> boy.";"[sound:https://audiocdn.lingualeo.com/v2/3/c2F1Y3k=80d94380.mp3]";"You are a {{c1::saucy}} boy.";;"Мой словарь"
"gazillion";"несметное количество";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Z2F6aWxsaW9ue2e97919.mp3]";;;"Мой словарь"
"strangler";"душитель";;;"So the police think he's the <b>strangler</b> chap.";"[sound:https://audiocdn.lingualeo.com/v2/3/c3RyYW5nbGVy5c86d2cd.mp3]";"So the police think he's the {{c1::strangler}} chap.";;"Мой словарь"
"undergo";"пострадать";"<img src='https://contentcdn.lingualeo.com/uploads/picture/86822.png'>";"ʌndəgou";"I pay with my life for that I made you <b>undergo</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/dW5kZXJnbw==cf476c62.mp3]";"I pay with my life for that I made you {{c1::undergo}}.";;"Мой словарь"
"hammock";"гамак";"<img src='https://contentcdn.lingualeo.com/uploads/picture/31639.png'>";"ˈhæmək";"You'd better crawl back into that hole in your <b>hammock</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/aGFtbW9jaw==8f8aeffe.mp3]";"You'd better crawl back into that hole in your {{c1::hammock}}.";;"Мой словарь"
"fiduciary";"попечитель. трастовый. доверительный";;"fɪdjˈuːʃɪəːri";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZmlkdWNpYXJ59acf5eb6.mp3]";;;"Мой словарь"
"rebate";"скидка, уступка снижать уступать уменьшать";;"ˈriˌbeɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmViYXRl127bf574.mp3]";;;"Мой словарь"
"degenerate";"вырождаться";;"dɪdʒˈenərɛɪːt";"""You acted like the worst kind of degenerates,"" the judge said harshly.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZGVnZW5lcmF0ZQ==d6b5861e.mp3]";"""You acted like the worst kind of degenerates,"" the judge said harshly.";;"Мой словарь"
"focal";"концентрация. фокус";;"ˈfoʊkəl";;"[sound:https://audiocdn.lingualeo.com/v2/3/Zm9jYWw=ee57a128.mp3]";;;"Мой словарь"
"flair";"чутье";;"flɛr";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZmxhaXI=249e3f70.mp3]";;;"Мой словарь"
"curvy";"разг. соблазнительный. искривление";;"kˈɜːvi";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y3Vydnk=336fbaa7.mp3]";;;"Мой словарь"
"expendable";"расходуемый";;"ɪkspˈendəbl";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZXhwZW5kYWJsZQ==d61cbba0.mp3]";;;"Мой словарь"
"bevel";"косой. фаска";;"bˈevl";;"[sound:https://audiocdn.lingualeo.com/v2/3/YmV2ZWw=3846a930.mp3]";;;"Мой словарь"
"drifter";"бродяга";"<img src='https://contentcdn.lingualeo.com/uploads/picture/946786.png'>";"drˈɪftə";"You're nothing but a <b>drifter</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZHJpZnRlcg==a52c46a1.mp3]";"You're nothing but a {{c1::drifter}}.";;"Мой словарь"
"malaise";"недомогание";;"mælˈeɪːz";;"[sound:https://audiocdn.lingualeo.com/v2/3/bWFsYWlzZQ==09505a5d.mp3]";;;"Мой словарь"
"consumptive";"чахоточный";;"kənsˈʌmptɪv";"Visitors said they had never noticed before how strong the air was, and weak-chested and <b>consumptive</b> people used to throng there for years afterwards.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y29uc3VtcHRpdmU=07707fb6.mp3]";"Visitors said they had never noticed before how strong the air was, and weak-chested and {{c1::consumptive}} people used to throng there for years afterwards.";;"Мой словарь"
"dizziness";"головокружение";;"dˈɪzɪnəs";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZGl6emluZXNz3dde65fd.mp3]";;;"Мой словарь"
"curd";"творог";"<img src='https://contentcdn.lingualeo.com/uploads/picture/99075.png'>";"kˈɜːd";"Then there was pudding and compote and sweet <b>curd</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y3VyZA==cac50c5f.mp3]";"Then there was pudding and compote and sweet {{c1::curd}}.";;"Мой словарь"
"utter";"абсолютно";"<img src='https://contentcdn.lingualeo.com/uploads/picture/94727.png'>";"ˈʌtə";"You are performing an act of <b>utter</b> faith.";"[sound:https://audiocdn.lingualeo.com/v2/3/dXR0ZXI=624a6b5e.mp3]";"You are performing an act of {{c1::utter}} faith.";;"Мой словарь"
"insemination";"осеменение";;"ɪnsɛmɪnˈeɪːʃən";"Say, do you believe in artificial <b>insemination</b>?";"[sound:https://audiocdn.lingualeo.com/v2/3/aW5zZW1pbmF0aW9u70b6eea4.mp3]";"Say, do you believe in artificial {{c1::insemination}}?";;"Мой словарь"
"stoop";"наклониться. сутулость";"<img src='https://contentcdn.lingualeo.com/uploads/picture/33518.png'>";"stˈuːp";"сутулость";"[sound:https://audiocdn.lingualeo.com/v2/3/c3Rvb3A=ac59d762.mp3]";"сутулость";;"Мой словарь"
"gelling";"загустевание";;"dʒˈelɪŋ";;"[sound:https://audiocdn.lingualeo.com/v2/3/Z2VsbGluZw==66884f0b.mp3]";;;"Мой словарь"
"enthuse";"энтузиазм";;"ɪnθjˈuːz";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW50aHVzZQ==66b5bd6c.mp3]";;;"Мой словарь"
"obtrusively";"навязчиво";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/b2J0cnVzaXZlbHk=e1c3e79f.mp3]";;;"Мой словарь"
"attrition";"истощение";;"əˈtrɪʃn";;"[sound:https://audiocdn.lingualeo.com/v2/3/YXR0cml0aW9udcfe8c70.mp3]";;;"Мой словарь"
"appraisal";"оценка";"<img src='https://contentcdn.lingualeo.com/uploads/picture/2070315.png'>";"əˈpreɪzəl";"- I'm asking for your military <b>appraisal</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/YXBwcmFpc2Fs6b9de0e1.mp3]";"- I'm asking for your military {{c1::appraisal}}.";;"Мой словарь"
"udder";"вымя";;"ˈʌdə";"Say... Your cow's <b>udder</b> looks strange.";"[sound:https://audiocdn.lingualeo.com/v2/3/dWRkZXI=cb513dad.mp3]";"Say... Your cow's {{c1::udder}} looks strange.";;"Мой словарь"
"typhoid";"брюшной тиф. брюшной тиф";;"tˈaɪfɔɪːd";;"[sound:https://audiocdn.lingualeo.com/v2/3/dHlwaG9pZA==0d3a6852.mp3]";;;"Мой словарь"
"ambush";"засада";"<img src='https://contentcdn.lingualeo.com/uploads/picture/20312.png'>";"ˈæmbʊʃ";"It's got <b>ambush</b> written all over it.";"[sound:https://audiocdn.lingualeo.com/v2/3/YW1idXNo2a6b6fc9.mp3]";"It's got {{c1::ambush}} written all over it.";;"Мой словарь"
"caravan";"фургон";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3521227.png'>";"ˈkærəˌvæn";"The alchemist picked up a book that someone in the <b>caravan</b> had brought.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y2FyYXZhbg==9a99d54f.mp3]";"The alchemist picked up a book that someone in the {{c1::caravan}} had brought.";;"Мой словарь"
"lumpy";"комковатый. комочек";"<img src='https://contentcdn.lingualeo.com/uploads/picture/214015.png'>";"lˈʌmpi";"She and Uncle Vernon went off to the <b>lumpy</b> bed next door, and Harry was left to find the softest bit of floor he could and to curl up under the thinnest, most ragged blanket";"[sound:https://audiocdn.lingualeo.com/v2/3/bHVtcHk=46a02dd2.mp3]";"She and Uncle Vernon went off to the {{c1::lumpy}} bed next door, and Harry was left to find the softest bit of floor he could and to curl up under the thinnest, most ragged blanket";;"Мой словарь"
"dormant";"спящий";;"ˈdɔrmənt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZG9ybWFudA==86dd5de6.mp3]";;;"Мой словарь"
"slander";"клевета";"<img src='https://contentcdn.lingualeo.com/uploads/picture/916600.png'>";"ˈslɑːndə";"All their <b>slander</b> will drive me mad.";"[sound:https://audiocdn.lingualeo.com/v2/3/c2xhbmRlcg==0ca68eec.mp3]";"All their {{c1::slander}} will drive me mad.";;"Мой словарь"
"plumb";"труба. отвес, падать";"<img src='https://contentcdn.lingualeo.com/uploads/picture/727561.png'>";"plˈʌm";;"[sound:https://audiocdn.lingualeo.com/v2/3/cGx1bWI=61179fa4.mp3]";;;"Мой словарь"
"verbatim";"дословный";;"vɜːˈbeɪtɪm";;"[sound:https://audiocdn.lingualeo.com/v2/3/dmVyYmF0aW0=b0ea4ffe.mp3]";;;"Мой словарь"
"cramp";"судорога";"<img src='https://contentcdn.lingualeo.com/uploads/picture/174720.png'>";"krˈæmp";"I'm getting a <b>cramp</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y3JhbXA=c03de926.mp3]";"I'm getting a {{c1::cramp}}.";;"Мой словарь"
"beneficial";"полезный";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1509168.png'>";"ˌbɛnəˈfɪʃəl";"For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them <b>beneficial</b> to";"[sound:https://audiocdn.lingualeo.com/v2/3/YmVuZWZpY2lhbA==04b54a43.mp3]";"For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them {{c1::beneficial}} to";;"Мой словарь"
"nettle";"крапива";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3243726.png'>";"ˈnɛtəl";"- No, stinging <b>nettle</b> for my bed.";"[sound:https://audiocdn.lingualeo.com/v2/3/bmV0dGxlf843f5d3.mp3]";"- No, stinging {{c1::nettle}} for my bed.";;"Мой словарь"
"hove";"раздуваться, дрейфовать";;"houv";;"[sound:https://audiocdn.lingualeo.com/v2/3/aG92ZQ==8be0c7df.mp3]";;;"Мой словарь"
"chasm";"пропасть";"<img src='https://contentcdn.lingualeo.com/uploads/picture/81269.png'>";"kˈæzəm";"A <b>chasm</b> lies before you";"[sound:https://audiocdn.lingualeo.com/v2/3/Y2hhc20=8520bb6d.mp3]";"A {{c1::chasm}} lies before you";;"Мой словарь"
"cache";"кэш память запас припрятывать запас";;"kæʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y2FjaGU=ee4f28f7.mp3]";;;"Мой словарь"
"hone";"совершенствовать. точить";;"houn";;"[sound:https://audiocdn.lingualeo.com/v2/3/aG9uZQ==3da60b52.mp3]";;;"Мой словарь"
"astonish";"удивить";"<img src='https://contentcdn.lingualeo.com/uploads/picture/410454.png'>";"əstˈɒnɪʃ";"You <b>astonish</b> me, Master Mohune.";"[sound:https://audiocdn.lingualeo.com/v2/3/YXN0b25pc2g=621c8953.mp3]";"You {{c1::astonish}} me, Master Mohune.";;"Мой словарь"
"lumbar";"поясница";;"lˈʌmbə";;"[sound:https://audiocdn.lingualeo.com/v2/3/bHVtYmFy922cb515.mp3]";;;"Мой словарь"
"recline";"откидываться назад. полулежать. сидеть откинувшись или развалившись.";;"rɪklˈaɪn";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmVjbGluZQ==b42d3b09.mp3]";;;"Мой словарь"
"entitle";"давать право";;"ɪntˈaɪtl";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW50aXRsZQ==21ed0231.mp3]";;;"Мой словарь"
"encroach";"вторгаться (особ. постепенно, тайком или прибегая к хитрости). покушаться, посягать (на чужие права и т. п.)";;"ɪŋkroutʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW5jcm9hY2g=0fbe8df4.mp3]";;;"Мой словарь"
"hardened";"затвердевать. закаливаться";;"hˈɑːdn̩d";;"[sound:https://audiocdn.lingualeo.com/v2/3/aGFyZGVuZWQ=78fb5cbd.mp3]";;;"Мой словарь"
"penchant";"наклон. склонность";;"ˈpɛnʧənt";;"[sound:https://audiocdn.lingualeo.com/v2/3/cGVuY2hhbnQ=05cb35b0.mp3]";;;"Мой словарь"
"lingeringly";"долго";;"lˈɪŋgərɪŋli";;"[sound:https://audiocdn.lingualeo.com/v2/3/bGluZ2VyaW5nbHk=2c2cf1f8.mp3]";;;"Мой словарь"
"emptor";"покупатель";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW1wdG9y603114cc.mp3]";;;"Мой словарь"
"fortitude";"сила духа";;"ˈfɔrtɪˌtud";;"[sound:https://audiocdn.lingualeo.com/v2/3/Zm9ydGl0dWRle675e01f.mp3]";;;"Мой словарь"
"blarney";"лесть";"<img src='https://contentcdn.lingualeo.com/uploads/picture/801154.png'>";"blˈɑːni";"Save your <b>blarney</b> for the town women.";"[sound:https://audiocdn.lingualeo.com/v2/3/Ymxhcm5leQ==1e34d1f6.mp3]";"Save your {{c1::blarney}} for the town women.";;"Мой словарь"
"kitted";"экипировал";;"kˈɪtɪd";;"[sound:https://audiocdn.lingualeo.com/v2/3/a2l0dGVk251dfd10.mp3]";;;"Мой словарь"
"palmer";"паломник";;"ˈpɑmər";;"[sound:https://audiocdn.lingualeo.com/v2/3/cGFsbWVy83c6916d.mp3]";;;"Мой словарь"
"jersey";"свитер";;"ˈʤɜrzi";"When Richards walked into the lobby, the desk clerk was arguing with a tiny, scruffy black boy in a killball <b>jersey</b> so big that it reached down over his blue jeans to midshin";"[sound:https://audiocdn.lingualeo.com/v2/3/amVyc2V579ee3302.mp3]";"When Richards walked into the lobby, the desk clerk was arguing with a tiny, scruffy black boy in a killball {{c1::jersey}} so big that it reached down over his blue jeans to midshin";;"Мой словарь"
"swede";"бот. брюква";;"swid";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3dlZGU=c71fd912.mp3]";;;"Мой словарь"
"blight";"вредить, портить, приносить вред (растениям). то, что портит удовольствие, разрушает планы. душный воздух, тля. вредить, портить, приносить вред (растениям). то, что портит удовольствие, разрушает планы. душный воздух, тля";;"blˈaɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/YmxpZ2h00992ad06.mp3]";;;"Мой словарь"
"fungus";"гриб";"<img src='https://contentcdn.lingualeo.com/uploads/picture/311064.png'>";"ˈfʌŋgəs";"It's the <b>fungus</b> you had last night.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZnVuZ3Vz478e798a.mp3]";"It's the {{c1::fungus}} you had last night.";;"Мой словарь"
"fungi";"грибов";;"fˈʌŋgaɪː";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZnVuZ2k=3c7c9993.mp3]";;;"Мой словарь"
"aphid";"тля растительная. тля растительная";;"ˈeɪːfɪd";;"[sound:https://audiocdn.lingualeo.com/v2/3/YXBoaWQ=644bfa41.mp3]";;;"Мой словарь"
"greenfly";"тля";;;"- Isn't this <b>greenfly</b> awful? - Yes.";"[sound:https://audiocdn.lingualeo.com/v2/3/Z3JlZW5mbHk=7414f5a9.mp3]";"- Isn't this {{c1::greenfly}} awful? - Yes.";;"Мой словарь"
"procure";"приобрести";;"prəkjˈʊəː";;"[sound:https://audiocdn.lingualeo.com/v2/3/cHJvY3VyZQ==982cdb6f.mp3]";;;"Мой словарь"
"inferance";"вывод";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/aW5mZXJhbmNlf6a81d36.mp3]";;;"Мой словарь"
"frag";"осколочная граната";;"frˈæg";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZnJhZw==b8b1b6ee.mp3]";;;"Мой словарь"
"perusial";"ознакомительный";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/cGVydXNpYWw=bd021732.mp3]";;;"Мой словарь"
"whopper";"громадина. наглая ложь";;"wˈɒpə";;"[sound:https://audiocdn.lingualeo.com/v2/3/d2hvcHBlcg==57c9190d.mp3]";;;"Мой словарь"
"traction";"тяга";"<img src='https://contentcdn.lingualeo.com/uploads/picture/413103.png'>";"ˈtrækʃən";"""<b>Traction</b> Trust exposed.""";"[sound:https://audiocdn.lingualeo.com/v2/3/dHJhY3Rpb24=9f03b3d0.mp3]";"""{{c1::Traction}} Trust exposed.""";;"Мой словарь"
"facet";"грань";;"fˈæsɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZmFjZXQ=3228f6cc.mp3]";;;"Мой словарь"
"nuttiness";"безумие";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/bnV0dGluZXNz33d40e8b.mp3]";;;"Мой словарь"
"maize";"кукуруза";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3243594.png'>";"meɪz";"Popped <b>maize</b>, Master Wooley?";"[sound:https://audiocdn.lingualeo.com/v2/3/bWFpemU=f08b76b6.mp3]";"Popped {{c1::maize}}, Master Wooley?";;"Мой словарь"
"blanketed";"окутывал";;"blˈæŋkɪtɪd";;"[sound:https://audiocdn.lingualeo.com/v2/3/YmxhbmtldGVkb132dc84.mp3]";;;"Мой словарь"
"croon";"напевать";;"krˈuːn";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y3Jvb24=400f13c2.mp3]";;;"Мой словарь"
"transfusion";"переливание, перенос";;"trænsfjˈuːʒn̩";;"[sound:https://audiocdn.lingualeo.com/v2/3/dHJhbnNmdXNpb24=d017deba.mp3]";;;"Мой словарь"
"gullet";"пищевод. глотка. канализация. пищевод. глотка. канализация";;"gˈʌlɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/Z3VsbGV06d3555c1.mp3]";;;"Мой словарь"
"purgative";"слабительный 2) очистительный";;"pˈɜːgətɪv";;"[sound:https://audiocdn.lingualeo.com/v2/3/cHVyZ2F0aXZl330604ab.mp3]";;;"Мой словарь"
"laxative";"слабительное";"<img src='https://contentcdn.lingualeo.com/uploads/picture/20032.png'>";"lˈæksətɪv";"I prescribed a <b>laxative</b> for him.";"[sound:https://audiocdn.lingualeo.com/v2/3/bGF4YXRpdmU=0121223c.mp3]";"I prescribed a {{c1::laxative}} for him.";;"Мой словарь"
"creche";"дет сад ясли";;"krˈeɪːʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y3JlY2hl4c61482f.mp3]";;;"Мой словарь"
"outgoing";"общительный";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3360585.png'>";"ˈaʊtˌgoʊɪŋ";"I never saw a child so bright or <b>outgoing</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/b3V0Z29pbmc=fb489a20.mp3]";"I never saw a child so bright or {{c1::outgoing}}.";;"Мой словарь"
"thicket";"заросли, чаща";;"θˈɪkɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/dGhpY2tldA==aecdfc13.mp3]";;;"Мой словарь"
"reed";"тростник";"<img src='https://contentcdn.lingualeo.com/uploads/picture/308591.png'>";"rid";"Was it a <b>reed</b> trembling in the wind?";"[sound:https://audiocdn.lingualeo.com/v2/3/cmVlZA==b8eba259.mp3]";"Was it a {{c1::reed}} trembling in the wind?";;"Мой словарь"
"steppe";"степь";;"stˈep";"Tombs shall cover the <b>steppe</b>!";"[sound:https://audiocdn.lingualeo.com/v2/3/c3RlcHBl1bb75457.mp3]";"Tombs shall cover the {{c1::steppe}}!";;"Мой словарь"
"isinglass";"рыбий клей";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/aXNpbmdsYXNzc753452b.mp3]";;;"Мой словарь"
"bladder";"мочевого пузыря. пузырь";;"ˊblædə";;"[sound:https://audiocdn.lingualeo.com/v2/3/YmxhZGRlcg==cd6a0d87.mp3]";;;"Мой словарь"
"unionize";"объединять в профсоюзы";;"jˈuːnjənaɪːz";;"[sound:https://audiocdn.lingualeo.com/v2/3/dW5pb25pemU=379f82c0.mp3]";;;"Мой словарь"
"reckoner";"счетовод";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/cmVja29uZXI=552dbe81.mp3]";;;"Мой словарь"
"palatable";"аппетитный";;"pˈælətəbl";;"[sound:https://audiocdn.lingualeo.com/v2/3/cGFsYXRhYmxl72bee7ef.mp3]";;;"Мой словарь"
